% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct
6320	1	5	49	0	28	1479	0	1	1
6326	2	19	62	0	28	2292	0	1	1
6330	1	5	49	0	28	1479	0	1	1
6337	2	19	62	0	28	2292	0	1	1
6345	2	19	62	0	28	2292	0	1	1
6346	1	5	49	0	28	1479	0	1	1
6352	2	19	62	0	28	2292	0	1	1
6387	2	19	62	0	28	2292	0	1	1
6390	2	19	62	0	28	2292	0	1	1
6391	2	19	62	0	28	2292	0	1	1
6399	3	25	123	0	28	1479	0	1	1
6412	1	1	6	0	2	87	0	1	1
6413	1	1	6	0	2	87	0	1	1
6416	1	1	6	0	2	87	0	1	1
6419	2	19	62	0	28	2292	0	1	1
6421	1	1	6	0	28	1479	0	1	1
6429	2	17	21	0	28	2292	0	1	0
6429	2	19	62	0	28	2292	0	1	1
6435	2	17	21	0	28	4587	0	1	1
6439	2	17	21	0	28	2292	0	1	0
6439	2	19	62	0	28	2292	0	1	1
6440	2	17	21	0	28	2292	0	1	1
6440	2	19	62	0	28	2292	0	1	0
6441	3	25	123	0	28	1479	0	1	1
6445	3	25	123	0	28	1479	0	1	1
6448	2	17	21	0	28	2292	0	1	1
6449	2	17	21	0	28	2292	0	1	0
6449	3	25	123	0	28	1479	0	1	0
6464	3	25	123	0	0	53	0	1	1
6471	3	25	123	0	28	1479	0	1	1
6473	1	1	6	0	2	65	0	1	1
6473	1	5	49	0	6	153	0	1	0
6473	1	3	58	0	6	153	0	1	0
6474	1	1	6	0	2	65	0	1	0
6474	1	5	49	0	6	153	0	1	0
6474	1	3	58	0	6	153	0	1	0
6474	2	19	62	0	28	2292	0	1	0
6476	1	1	6	0	2	65	0	1	1
6476	1	5	49	0	6	153	0	1	0
6476	1	3	58	0	6	153	0	1	0
6476	3	25	123	0	28	1479	0	1	0
6479	1	1	6	0	2	65	0	1	1
6479	1	5	49	0	6	153	0	1	0
6479	1	3	58	0	6	153	0	1	0
6480	1	1	6	0	28	1095	0	1	1
6530	3	25	123	0	28	1479	0	1	1
6532	3	25	123	0	28	1479	0	1	1
6537	3	25	123	0	28	1479	0	1	1
6545	3	25	123	0	28	1479	0	1	1
6546	3	25	123	0	28	1479	0	1	1
6547	3	25	123	0	28	1479	0	1	1
6567	1	1	6	0	28	1095	0	1	1
6568	3	25	123	0	28	1479	0	1	1
6581	3	25	123	0	28	1479	0	1	1
6587	2	17	21	0	28	2292	0	1	1
6597	3	25	123	0	28	1479	0	1	1
6602	2	17	21	0	28	2292	0	1	1
6617	3	25	123	0	28	1479	0	1	1
6620	3	25	123	0	28	1479	0	1	1
6625	1	5	49	0	6	209	0	1	0
6625	1	3	58	0	6	209	0	1	1
6627	3	25	123	0	28	1479	0	1	1
6629	2	17	21	0	28	2292	0	1	1
6629	2	19	62	0	28	2292	0	1	0
6630	2	17	21	0	28	2292	0	1	0
6630	2	19	62	0	28	2292	0	1	1
6631	1	5	49	0	6	209	0	1	0
6631	1	3	58	0	6	209	0	1	1
6632	1	3	58	0	6	325	0	1	1
6637	3	25	123	0	28	1479	0	1	1
6650	1	3	58	0	28	2292	0	1	1
6652	3	25	123	0	28	1479	0	1	1
6657	3	25	123	0	28	1479	0	1	1
6662	1	1	6	0	28	1095	0	1	1
6662	1	3	58	0	28	1095	0	1	0
6672	2	19	62	0	28	2292	0	1	1
6674	3	25	123	0	28	1479	0	1	1
6682	2	19	62	0	28	2292	0	1	0
6682	3	25	123	0	28	1479	0	1	0
6695	3	25	123	0	28	1479	0	1	1
6702	3	25	123	0	28	1479	0	1	1
6704	3	25	123	0	28	1479	0	1	1
6705	3	25	123	0	28	1479	0	1	1
6749	3	25	123	0	28	1479	0	1	1
6752	3	25	123	0	28	1479	0	1	1
6755	1	1	6	0	2	65	0	1	1
6756	1	1	6	0	2	65	0	1	1
6756	3	25	123	0	28	1479	0	1	0
6757	1	1	6	0	2	65	0	1	1
6759	1	1	6	0	2	65	0	1	1
6761	1	1	6	0	2	65	0	1	1
6762	1	1	6	0	28	1095	0	1	0
6762	3	25	123	0	28	1479	0	1	0
6766	2	17	21	0	28	2292	0	1	1
6769	2	17	21	0	28	2292	0	1	1
6782	1	5	49	0	6	209	0	1	1
6790	1	5	49	0	28	1479	0	1	1
6790	1	3	58	0	6	209	0	1	0
6792	1	5	49	0	28	1479	0	1	1
6792	1	3	58	0	6	209	0	1	0
6816	2	17	21	0	28	2292	0	1	1
6816	2	19	62	0	28	2292	0	1	0
6817	2	17	21	0	28	2292	0	1	0
6817	2	19	62	0	28	2292	0	1	1
6826	2	19	62	0	28	2292	0	1	1
6827	2	19	62	0	28	2292	0	1	1
6833	1	5	49	0	28	1479	0	1	1
6848	1	5	49	0	28	1479	0	1	1
6849	1	1	6	0	4	105	0	1	1
6849	1	5	49	0	28	1095	0	1	1
6850	1	1	6	0	4	105	0	1	1
6850	1	5	49	0	28	1095	0	1	0
6852	1	1	6	0	2	87	0	1	1
6853	1	1	6	0	2	87	0	1	1
6854	1	1	6	0	2	87	0	1	1
6855	1	1	6	0	2	87	0	1	1
6856	3	25	123	0	28	1479	0	1	1
6857	1	1	6	0	2	87	0	1	1
6858	1	1	6	0	2	87	0	1	1
6859	1	1	6	0	28	1479	0	1	1
6864	2	19	62	0	28	2292	0	1	1
6890	3	25	123	0	28	1479	0	1	1
6916	3	25	123	0	28	1479	0	1	1
6920	2	17	21	0	28	2292	0	1	1
6920	2	19	62	0	28	2292	0	1	0
6924	2	17	21	0	28	2292	0	1	0
6924	2	19	62	0	28	2292	0	1	0
6924	3	25	123	0	28	1479	0	1	0
6926	2	17	21	0	28	2292	0	1	0
6926	2	19	62	0	28	2292	0	1	1
6930	2	17	21	0	28	2292	0	1	1
6934	2	19	62	0	28	2292	0	1	1
6944	1	1	6	0	2	65	0	1	1
6944	1	5	49	0	6	153	0	1	0
6944	1	3	58	0	6	153	0	1	0
6944	3	25	123	0	0	53	0	1	1
6946	1	1	6	0	2	65	0	1	1
6946	1	5	49	0	6	153	0	1	0
6946	1	3	58	0	6	153	0	1	0
6947	1	1	6	0	2	65	0	1	1
6947	1	5	49	0	6	153	0	1	0
6947	1	3	58	0	6	153	0	1	1
6948	1	1	6	0	2	65	0	1	1
6948	1	5	49	0	6	153	0	1	0
6948	1	3	58	0	6	153	0	1	0
6949	1	1	6	0	2	65	0	1	1
6949	1	5	49	0	6	153	0	1	0
6949	1	3	58	0	6	153	0	1	0
6950	1	1	6	0	2	65	0	1	1
6950	1	5	49	0	6	153	0	1	0
6950	1	3	58	0	6	153	0	1	0
6951	1	1	6	0	4	105	0	1	1
6952	1	1	6	0	4	105	0	1	1
6953	1	1	6	0	28	1095	0	1	1
6977	2	17	21	0	28	2292	0	1	0
6977	2	19	62	0	28	2292	0	1	1
6980	2	17	21	0	28	2292	0	1	0
6980	2	19	62	0	28	2292	0	1	1
7001	2	19	62	0	28	2292	0	1	1
7010	3	25	123	0	28	1479	0	1	1
7029	3	25	123	0	28	1479	0	1	1
7032	2	19	62	0	28	2292	0	1	1
7038	1	1	6	0	28	1095	0	1	1
7069	2	17	21	0	28	2292	0	1	1
7069	2	19	62	0	28	2292	0	1	0
7070	3	25	123	0	28	1479	0	1	1
7076	3	25	123	0	28	1479	0	1	1
7077	3	25	123	0	28	1479	0	1	1
7089	2	17	21	0	28	2292	0	1	1
7090	3	25	123	0	28	1479	0	1	1
7096	1	5	49	0	6	209	0	1	1
7099	2	17	21	0	28	2292	0	1	1
7102	3	25	123	0	28	1479	0	1	1
7104	3	25	123	0	28	1479	0	1	1
7111	1	5	49	0	28	1479	0	1	0
7111	1	3	58	0	6	209	0	1	1
7121	1	3	58	0	28	1479	0	1	1
7122	1	3	58	0	28	1479	0	1	1
7122	3	25	123	0	28	1479	0	1	1
7125	1	3	58	0	28	1479	0	1	1
7131	2	17	21	0	28	2292	0	1	0
7131	2	19	62	0	28	2292	0	1	1
7132	1	1	6	0	2	65	0	1	1
7132	1	3	58	0	28	1095	0	1	0
7133	1	1	6	0	2	65	0	1	1
7133	1	3	58	0	28	1095	0	1	0
7134	1	1	6	0	2	65	0	1	1
7134	1	3	58	0	28	1095	0	1	0
7135	1	1	6	0	2	65	0	1	1
7135	1	3	58	0	28	1095	0	1	0
7137	1	1	6	0	2	65	0	1	1
7137	1	3	58	0	28	1095	0	1	0
7137	3	25	123	0	28	1479	0	1	0
7139	1	1	6	0	28	1095	0	1	1
7148	2	19	62	0	28	2292	0	1	1
7151	2	19	62	0	28	2292	0	1	1
7169	2	19	62	0	28	2292	0	1	0
7169	3	25	123	0	28	1479	0	1	0
7173	3	25	123	0	28	1479	0	1	1
7175	2	19	62	0	28	2292	0	1	1
7180	3	25	123	0	28	1479	0	1	1
7194	3	25	123	0	28	1479	0	1	1
7198	3	25	123	0	28	1479	0	1	1
7203	3	25	123	0	28	1479	0	1	1
7204	2	19	62	0	28	2292	0	1	1
7211	2	19	62	0	28	2292	0	1	1
7226	1	1	6	0	2	65	0	1	1
7227	1	1	6	0	2	65	0	1	0
7227	2	17	21	0	28	4587	0	1	0
7229	1	1	6	0	2	65	0	1	1
7230	2	17	21	0	28	2292	0	1	0
7230	2	19	62	0	28	2292	0	1	1
7231	1	1	6	0	2	65	0	1	1
7232	1	1	6	0	2	65	0	1	1
7234	1	1	6	0	2	65	1	0	1
7236	1	1	6	0	28	1095	0	1	0
7236	3	25	123	0	28	1479	0	1	0
7250	2	19	62	0	28	2292	0	1	1
7251	2	19	62	0	28	2292	0	1	1
7255	1	5	49	0	6	209	0	1	1
7258	1	5	49	0	6	209	0	1	1
7259	2	19	62	0	28	2292	0	1	1
7265	1	5	49	0	28	1479	0	1	0
7265	1	3	58	0	6	209	0	1	1
7267	1	5	49	0	28	1479	0	1	1
7267	1	3	58	0	6	209	0	1	0
7268	1	5	49	0	28	1479	0	1	1
7268	1	3	58	0	6	209	0	1	0
7271	2	19	62	0	28	2292	0	1	1
7278	2	19	62	0	28	2292	0	1	1
7309	1	5	49	0	28	1479	0	1	1
7315	1	5	49	0	28	1479	0	1	1
7315	2	19	62	0	28	2292	0	1	1
7320	1	1	6	0	4	105	0	1	1
7320	1	5	49	0	28	1095	0	1	0
7322	1	1	6	0	2	87	0	1	1
7323	1	1	6	0	2	87	0	1	1
7326	1	1	6	0	2	87	0	1	1
7327	1	1	6	0	2	87	0	1	1
7329	1	1	6	0	28	1479	0	1	1
7346	3	25	123	0	28	1479	0	1	1
7347	2	19	62	0	28	2292	0	1	1
7351	3	25	123	0	28	1479	0	1	1
7358	3	25	123	0	28	1479	0	1	1
7364	3	25	123	0	28	1479	0	1	1
7371	2	19	62	0	28	2292	0	1	1
7376	2	19	62	0	28	2292	0	1	1
7377	3	25	123	0	28	1479	0	1	1
7398	3	25	123	0	28	1479	0	1	1
7407	2	17	21	0	28	2292	0	1	0
7407	2	19	62	0	28	2292	0	1	1
7411	2	17	21	0	28	2292	0	1	0
7411	2	19	62	0	28	2292	0	1	0
7411	3	25	123	0	28	1479	0	1	0
7414	1	1	6	0	2	65	0	1	1
7415	1	1	6	0	2	65	0	1	1
7415	1	5	49	0	6	153	0	1	0
7416	1	1	6	0	2	65	0	1	1
7416	1	5	49	0	6	153	0	1	0
7416	3	25	123	0	28	1479	0	1	0
7417	1	1	6	0	2	65	0	1	1
7417	1	5	49	0	6	153	0	1	0
7418	1	1	6	0	2	65	0	1	1
7418	1	5	49	0	6	153	0	1	0
7420	1	1	6	0	2	65	0	1	1
7420	1	5	49	0	6	153	0	1	0
7420	3	25	123	0	0	53	0	1	1
7421	1	1	6	0	28	1095	0	1	1
7421	1	5	49	0	6	153	0	1	0
7434	1	3	58	0	6	209	0	1	1
7439	1	3	58	0	6	209	0	1	1
7440	1	3	58	0	6	209	0	1	1
7442	2	19	62	0	28	2292	0	1	1
7445	1	3	58	0	28	1479	0	1	1
7450	1	3	58	0	28	1479	0	1	1
7453	1	3	58	0	28	1479	0	1	1
7458	2	19	62	0	28	2292	0	1	1
7480	1	3	58	0	28	1479	0	1	1
7482	1	3	58	0	28	1479	0	1	1
7483	2	19	62	0	28	2292	0	1	1
7484	2	19	62	0	28	2292	0	1	1
7491	3	25	123	0	28	1479	0	1	1
7495	2	19	62	0	28	2292	0	1	1
7503	3	25	123	0	28	1479	0	1	1
7509	1	1	6	0	28	1095	0	1	1
7509	1	3	58	0	28	1095	0	1	0
7510	1	1	6	0	28	1095	0	1	0
7510	1	3	58	0	28	1095	0	1	1
7512	3	25	123	0	28	1479	0	1	1
7521	3	25	123	0	28	1479	0	1	1
7532	2	19	62	0	28	2292	0	1	1
7539	2	19	62	0	28	2292	0	1	0
7539	3	25	123	0	28	1479	0	1	0
7551	2	17	21	0	28	2292	0	1	1
7558	2	17	21	0	28	2292	0	1	1
7571	2	17	21	0	28	2292	0	1	1
7573	2	17	21	0	28	2292	0	1	1
7601	3	25	123	0	0	53	0	1	1
7603	1	1	6	0	2	65	0	1	1
7603	1	5	49	0	6	153	0	1	0
7603	1	3	58	0	6	153	0	1	0
7605	1	1	6	0	2	65	0	1	1
7605	1	5	49	0	6	153	0	1	0
7605	1	3	58	0	6	153	0	1	0
7605	2	17	21	0	28	2292	0	1	0
7605	2	19	62	0	28	2292	0	1	1
7606	1	1	6	0	2	65	0	1	1
7606	1	5	49	0	6	153	0	1	0
7606	1	3	58	0	6	153	0	1	0
7606	2	17	21	0	28	2292	0	1	0
7606	2	19	62	0	28	2292	0	1	1
7607	1	1	6	0	2	65	0	1	1
7607	1	5	49	0	6	153	0	1	0
7607	1	3	58	0	6	153	0	1	0
7608	1	1	6	0	2	65	0	1	1
7608	1	5	49	0	6	153	0	1	0
7608	1	3	58	0	6	153	0	1	0
7609	1	1	6	0	2	65	0	1	1
7609	1	5	49	0	6	153	0	1	0
7609	1	3	58	0	6	153	0	1	0
7610	1	1	6	0	28	1095	0	1	1
7624	3	25	123	0	28	1479	0	1	1
7641	2	19	62	0	28	2292	0	1	1
7644	3	25	123	0	28	1479	0	1	1
7645	3	25	123	0	28	1479	0	1	1
7646	3	25	123	0	28	1479	0	1	1
7669	2	19	62	0	28	2292	0	1	1
7679	3	25	123	0	28	1479	0	1	1
7682	2	19	62	0	28	2292	0	1	1
7684	3	25	123	0	28	1479	0	1	1
7685	2	19	62	0	28	2292	0	1	1
7691	3	25	123	0	28	1479	0	1	1
7693	2	19	62	0	28	2292	0	1	1
7698	1	1	6	0	2	65	0	1	1
7699	1	1	6	0	2	65	0	1	1
7699	3	25	123	0	28	1479	0	1	0
7701	1	1	6	0	2	65	0	1	1
7702	1	1	6	0	2	65	0	1	1
7704	1	1	6	0	2	65	0	1	1
7708	1	1	6	0	28	1095	0	1	1
7717	2	17	21	0	28	2292	0	1	0
7717	2	19	62	0	28	2292	0	1	1
7740	1	5	49	0	6	209	0	1	1
7741	1	5	49	0	6	209	0	1	1
7745	2	19	62	0	28	2292	0	1	1
7747	1	5	49	0	28	1479	0	1	1
7747	1	3	58	0	6	209	0	1	1
7748	1	5	49	0	28	1479	0	1	0
7748	1	3	58	0	6	209	0	1	1
7758	1	3	58	0	28	1479	0	1	1
7766	1	3	58	0	28	1479	0	1	1
7769	2	19	62	0	28	2292	0	1	1
7778	2	19	62	0	28	2292	0	1	1
7791	1	1	6	0	28	1095	0	1	1
7791	1	3	58	0	28	1095	0	1	1
7798	2	19	62	0	28	2292	0	1	1
7809	2	19	62	0	28	2292	0	1	0
7809	3	25	123	0	28	1479	0	1	0
7814	3	25	123	0	28	1479	0	1	1
7852	3	25	123	0	28	1479	0	1	1
7865	3	25	123	0	28	1479	0	1	1
7868	3	25	123	0	28	1479	0	1	1
7881	3	25	123	0	28	1479	0	1	1
7885	1	1	6	0	2	65	0	1	1
7885	1	3	58	0	28	1095	0	1	0
7886	1	1	6	0	2	65	0	1	1
7886	1	3	58	0	28	1095	0	1	0
7888	1	1	6	0	2	87	0	1	1
7889	1	1	6	0	2	87	0	1	1
7891	1	1	6	0	2	87	0	1	1
7892	1	1	6	0	2	87	0	1	1
7893	1	1	6	0	2	87	0	1	1
7894	1	1	6	0	2	87	0	1	1
7895	1	1	6	0	28	1479	0	1	1
7895	1	5	49	0	6	209	0	1	0
7896	2	17	21	0	28	2292	0	1	1
7900	1	1	6	0	28	1479	0	1	0
7900	1	5	49	0	6	209	0	1	1
7906	2	17	21	0	28	2292	0	1	1
7920	2	17	21	0	28	2292	0	1	0
7920	2	19	62	0	28	2292	0	1	1
7933	2	17	21	0	28	2292	0	1	1
7933	2	19	62	0	28	2292	0	1	0
7934	2	17	21	0	28	2292	0	1	1
7934	2	19	62	0	28	2292	0	1	0
7943	1	5	49	0	6	325	0	1	1
7946	2	17	21	0	28	2292	0	1	1
7948	3	25	123	0	28	1479	0	1	1
7956	1	5	49	0	28	2292	0	1	1
7962	1	5	49	0	28	2292	0	1	1
7967	2	17	21	0	28	2292	0	1	1
7981	1	1	6	0	2	87	0	1	1
7981	1	3	58	0	6	209	0	1	0
7982	1	1	6	0	2	87	0	1	1
7982	1	3	58	0	6	209	0	1	0
7983	1	1	6	0	2	87	0	1	1
7983	1	3	58	0	6	209	0	1	0
7983	3	25	123	0	28	1479	0	1	0
7984	1	1	6	0	2	87	0	1	1
7984	1	3	58	0	6	209	0	1	0
7987	1	1	6	0	2	87	0	1	1
7987	1	3	58	0	6	209	0	1	0
7988	1	1	6	0	28	1479	0	1	1
8001	2	17	21	0	28	2292	0	1	1
8011	4	37	42	0	28	2292	0	1	1
8011	4	39	74	0	28	2292	0	1	0
8013	2	17	21	0	28	2292	0	1	1
8023	2	17	21	0	28	2292	0	1	1
8064	1	3	58	0	6	325	0	1	1
8068	2	17	21	0	28	2292	0	1	1
8068	2	19	62	0	28	4587	0	1	1
8073	1	1	6	0	2	65	0	1	1
8073	1	5	49	0	6	153	0	1	0
8073	1	3	58	0	28	1095	0	1	0
8075	1	1	6	0	2	65	0	1	1
8075	1	5	49	0	6	153	0	1	0
8075	1	3	58	0	28	1095	0	1	0
8077	1	1	6	0	2	87	0	1	1
8077	1	5	49	0	6	209	0	1	0
8079	1	1	6	0	2	87	0	1	1
8079	1	5	49	0	6	209	0	1	0
8080	1	1	6	0	2	87	0	1	1
8081	1	1	6	0	2	87	0	1	1
8086	1	1	6	0	28	1479	0	1	1
8101	2	17	21	0	28	2292	0	1	1
8101	2	19	62	0	28	2292	0	1	1
8105	2	17	21	0	28	2292	0	1	1
8105	2	19	62	0	28	2292	0	1	0
8106	2	17	21	0	28	2292	0	1	0
8106	2	19	62	0	28	2292	0	1	1
8110	2	17	21	0	28	2292	0	1	1
8110	2	19	62	0	28	2292	0	1	0
8111	2	17	21	0	28	2292	0	1	1
8111	2	19	62	0	28	2292	0	1	0
8161	2	17	21	0	28	2292	0	1	1
8168	1	1	6	0	28	1095	0	1	1
8186	3	25	123	0	28	1479	0	1	1
8187	2	17	21	0	28	2292	0	1	1
8190	2	17	21	0	28	2292	0	1	1
8193	3	25	123	0	28	1479	0	1	1
8194	3	25	123	0	28	1479	0	1	1
8200	2	17	21	0	28	2292	0	1	1
8201	3	25	123	0	28	1479	0	1	1
8210	3	25	123	0	28	1479	0	1	1
8212	2	17	21	0	28	2292	0	1	1
8213	2	17	21	0	28	2292	0	1	0
8213	3	25	123	0	28	1479	0	1	0
8214	3	25	123	0	28	1479	0	1	1
8227	3	25	123	0	28	1479	0	1	1
8228	1	5	49	0	6	209	0	1	1
8228	1	3	58	0	6	209	0	1	0
8232	1	3	58	0	6	325	0	1	1
8233	3	25	123	0	28	1479	0	1	1
8234	1	3	58	0	6	325	0	1	1
8236	3	25	123	0	28	1479	0	1	1
8237	2	19	62	0	28	2292	0	1	1
8254	1	5	49	0	28	1479	0	1	0
8254	1	3	58	0	28	1479	0	1	1
8260	1	5	49	0	28	1479	0	1	0
8260	1	3	58	0	28	1479	0	1	1
8262	2	19	62	0	28	2292	0	1	1
8263	1	1	6	0	28	1095	0	1	1
8263	1	3	58	0	28	1095	0	1	1
8271	1	3	58	0	28	1479	0	1	1
8275	2	19	62	0	28	2292	0	1	1
8286	3	25	123	0	28	1479	0	1	1
8288	2	19	62	0	28	2292	0	1	1
8291	2	19	62	0	28	2292	0	1	1
8312	3	25	123	0	28	1479	0	1	1
8313	3	25	123	0	28	1479	0	1	1
8323	2	19	62	0	28	2292	0	1	0
8323	3	25	123	0	28	1479	0	1	0
8335	3	25	123	0	0	53	0	1	1
8350	3	25	123	0	28	1479	0	1	1
8356	1	1	6	0	2	65	0	1	1
8356	1	3	58	0	28	1095	0	1	0
8357	1	1	6	0	2	65	0	1	1
8357	1	3	58	0	28	1095	0	1	0
8359	1	1	6	0	2	87	0	1	1
8360	1	1	6	0	2	87	0	1	1
8361	1	1	6	0	2	87	0	1	1
8362	1	1	6	0	2	87	0	1	1
8363	1	1	6	0	2	87	0	1	1
8365	1	1	6	0	2	87	0	1	1
8366	1	1	6	0	28	1479	0	1	1
8374	2	17	21	0	28	2292	0	1	1
8375	1	5	49	0	6	325	0	1	1
8378	2	17	21	0	28	2292	0	1	1
8380	2	17	21	0	28	2292	0	1	1
8383	1	5	49	0	28	2292	0	1	0
8383	3	25	123	0	28	1479	0	1	0
8391	2	17	21	0	28	2292	0	1	0
8391	2	19	62	0	28	2292	0	1	1
8401	2	19	62	0	28	4587	0	1	1
8414	1	5	49	0	2	137	0	1	1
8419	2	17	21	0	28	2292	0	1	1
8419	2	19	62	0	28	2292	0	1	0
8446	1	5	49	0	28	2292	0	1	1
8450	1	1	6	0	28	1095	0	1	1
8450	1	5	49	0	28	1095	0	1	0
8450	1	3	58	0	6	153	0	1	0
8460	2	17	21	0	28	2292	0	1	1
8476	2	17	21	0	28	2292	0	1	0
8476	3	25	123	0	28	1479	0	1	0
8477	3	25	123	0	28	1479	0	1	1
8490	3	25	123	0	28	1479	0	1	1
8514	3	25	123	0	28	1479	0	1	1
8521	3	25	123	0	28	1479	0	1	1
8535	3	25	123	0	28	1479	0	1	1
8537	3	25	123	0	28	1479	0	1	1
8543	2	17	21	0	28	2292	0	1	1
8544	1	1	6	0	2	65	0	1	1
8544	1	5	49	0	6	153	0	1	0
8544	1	3	58	0	6	153	0	1	0
8545	1	1	6	0	2	65	0	1	1
8545	1	5	49	0	6	153	0	1	0
8545	1	3	58	0	6	153	0	1	0
8546	1	1	6	0	2	65	0	1	1
8546	1	5	49	0	6	153	0	1	1
8546	1	3	58	0	6	153	0	1	0
8547	1	1	6	0	2	65	0	1	1
8547	1	5	49	0	6	153	0	1	0
8547	1	3	58	0	6	153	0	1	0
8548	1	1	6	0	2	65	0	1	1
8548	1	5	49	0	6	153	0	1	0
8548	1	3	58	0	6	153	0	1	0
8549	1	1	6	0	2	65	0	1	0
8549	1	5	49	0	6	153	0	1	0
8549	1	3	58	0	6	153	0	1	0
8549	2	17	21	0	28	2292	0	1	0
8549	2	19	62	0	28	2292	0	1	0
8550	1	1	6	0	2	65	0	1	1
8550	1	5	49	0	6	153	0	1	0
8550	1	3	58	0	6	153	0	1	0
8551	1	1	6	0	28	1095	0	1	1
8556	3	25	123	0	28	1479	0	1	1
8557	3	25	123	0	28	1479	0	1	1
8558	2	17	21	0	28	2292	0	1	1
8558	2	19	62	0	28	2292	0	1	0
8567	3	25	123	0	28	1479	0	1	1
8589	3	25	123	0	28	1479	0	1	1
8590	2	17	21	0	28	2292	0	1	1
8591	3	25	123	0	28	1479	0	1	1
8596	2	17	21	0	28	2292	0	1	1
8601	3	25	123	0	28	1479	0	1	1
8606	2	17	21	0	28	2292	0	1	1
8607	3	25	123	0	28	1479	0	1	1
8611	3	25	123	0	28	1479	0	1	1
8631	2	17	21	0	28	2292	0	1	1
8638	1	1	6	0	28	1095	0	1	1
8640	2	17	21	0	28	2292	0	1	1
8641	2	17	21	0	28	2292	0	1	1
8643	2	17	21	0	28	2292	0	1	1
8654	2	17	21	0	28	2292	0	1	1
8656	2	17	21	0	28	2292	0	1	1
8678	3	25	123	0	28	1479	0	1	1
8691	3	25	123	0	28	1479	0	1	1
8698	2	17	21	0	28	2292	0	1	1
8704	3	25	123	0	28	1479	0	1	1
8706	1	5	49	0	6	209	0	1	1
8706	1	3	58	0	6	209	0	1	0
8709	2	17	21	0	28	2292	0	1	1
8709	2	19	62	0	28	2292	0	1	0
8711	2	17	21	0	28	2292	0	1	1
8711	2	19	62	0	28	2292	0	1	0
8713	2	17	21	0	28	2292	0	1	0
8713	2	19	62	0	28	2292	0	1	0
8713	3	25	123	0	28	1479	0	1	0
8723	3	25	123	0	0	53	0	1	1
8726	2	17	21	0	28	2292	0	1	0
8726	2	19	62	0	28	2292	0	1	1
8735	1	1	6	0	2	65	0	1	1
8735	1	5	49	0	28	1095	0	1	0
8736	1	1	6	0	2	65	0	1	1
8736	1	5	49	0	28	1095	0	1	0
8737	1	1	6	0	2	87	0	1	1
8738	1	1	6	0	2	87	0	1	1
8738	2	19	62	0	28	2292	0	1	0
8739	1	1	6	0	2	87	0	1	1
8740	1	1	6	0	2	87	0	1	1
8741	1	1	6	0	2	87	0	1	1
8742	1	1	6	0	2	87	0	1	1
8743	1	1	6	0	2	87	0	1	1
8746	1	1	6	0	28	1479	0	1	0
8746	3	25	123	0	28	1479	0	1	0
8751	3	25	123	0	28	1479	0	1	1
8797	3	25	123	0	28	1479	0	1	1
8803	3	25	123	0	28	1479	0	1	1
8825	3	25	123	0	28	1479	0	1	1
8828	1	1	6	0	2	65	0	1	1
8829	1	1	6	0	2	65	0	1	1
8831	1	1	6	0	2	65	0	1	1
8832	1	1	6	0	2	65	0	1	1
8833	1	1	6	0	2	65	0	1	1
8834	1	1	6	0	2	65	0	1	0
8834	2	17	21	0	28	2292	0	1	0
8835	1	1	6	0	28	1095	0	1	1
8836	2	17	21	0	28	2292	0	1	1
8838	2	17	21	0	28	2292	0	1	1
8847	2	17	21	0	28	2292	0	1	1
8849	3	25	123	0	28	1479	0	1	1
8855	3	25	123	0	28	1479	0	1	1
8856	1	5	49	0	6	209	0	1	1
8860	3	25	123	0	28	1479	0	1	1
8869	1	5	49	0	28	1479	0	1	0
8869	1	3	58	0	6	209	0	1	1
8872	1	5	49	0	28	1479	0	1	0
8872	1	3	58	0	6	209	0	1	1
8872	3	25	123	0	28	1479	0	1	1
8876	1	3	58	0	28	1479	0	1	1
8881	3	25	123	0	28	1479	0	1	1
8893	1	3	58	0	28	1479	0	1	1
8903	2	17	21	0	28	2292	0	1	1
8903	2	19	62	0	28	2292	0	1	0
8907	1	3	58	0	28	1479	0	1	1
8915	2	17	21	0	28	2292	0	1	1
8921	1	1	6	0	28	1095	0	1	1
8921	1	3	58	0	28	1095	0	1	0
8930	2	17	21	0	28	2292	0	1	1
8933	3	25	123	0	28	1479	0	1	1
8951	2	17	21	0	28	2292	0	1	1
8957	3	25	123	0	28	1479	0	1	1
8964	2	17	21	0	28	2292	0	1	1
8965	2	17	21	0	28	2292	0	1	1
8998	2	17	21	0	28	2292	0	1	0
8998	3	25	123	0	28	1479	0	1	0
9006	3	25	123	0	0	53	0	1	1
9015	1	1	6	0	2	65	0	1	1
9015	1	5	49	0	6	153	0	1	0
9016	1	1	6	0	2	65	0	1	1
9016	1	5	49	0	6	153	0	1	0
9017	1	1	6	0	2	65	0	1	1
9017	1	5	49	0	6	153	0	1	0
9018	1	1	6	0	2	65	0	1	1
9018	1	5	49	0	6	153	0	1	0
9019	1	1	6	0	2	65	0	1	1
9019	1	5	49	0	6	153	0	1	0
9020	1	1	6	0	2	65	0	1	1
9020	1	5	49	0	6	153	0	1	1
9021	1	1	6	0	2	65	0	1	1
9021	1	5	49	0	6	153	0	1	0
9022	1	1	6	0	28	1095	0	1	1
9024	1	1	6	0	28	1095	0	1	0
9024	1	3	58	0	6	153	0	1	1
9032	2	19	62	0	28	2292	0	1	1
